Datetime,Close,High,Low,Open,Volume
2026-05-26 17:00:00+00:00,1.3441221714019775,1.3448090553283691,1.343977689743042,1.3441944122314453,0
2026-05-26 18:00:00+00:00,1.3445378541946411,1.3446102142333984,1.3440499305725098,1.3441040515899658,0
2026-05-26 19:00:00+00:00,1.3448452949523926,1.3450080156326294,1.344266653060913,1.3443931341171265,0
2026-05-26 20:00:00+00:00,1.3447729349136353,1.3453518152236938,1.3445378541946411,1.3450441360473633,0
2026-05-26 21:00:00+00:00,1.3450260162353516,1.3453155755996704,1.3441582918167114,1.344881296157837,0
2026-05-26 22:00:00+00:00,1.3450803756713867,1.3450803756713867,1.3447548151016235,1.3450441360473633,0
2026-05-26 23:00:00+00:00,1.345532774925232,1.3459312915802002,1.3450984954833984,1.3450984954833984,0
2026-05-27 00:00:00+00:00,1.3456052541732788,1.3458406925201416,1.3454785346984863,1.3456594944000244,0
2026-05-27 01:00:00+00:00,1.3447548151016235,1.345587134361267,1.3447366952896118,1.345532774925232,0
2026-05-27 02:00:00+00:00,1.3453155755996704,1.3454241752624512,1.3447366952896118,1.3450080156326294,0
2026-05-27 03:00:00+00:00,1.345496654510498,1.3458225727081299,1.3453155755996704,1.3453155755996704,0
2026-05-27 04:00:00+00:00,1.3454241752624512,1.3457139730453491,1.3453518152236938,1.345532774925232,0
2026-05-27 05:00:00+00:00,1.3449536561965942,1.345750093460083,1.3449536561965942,1.345442295074463,0
2026-05-27 06:00:00+00:00,1.3452612161636353,1.3456594944000244,1.3445378541946411,1.3447729349136353,0
2026-05-27 07:00:00+00:00,1.3443390130996704,1.345569133758545,1.3443208932876587,1.3454604148864746,0
2026-05-27 08:00:00+00:00,1.3447185754776,1.345188856124878,1.344266653060913,1.344266653060913,0
2026-05-27 09:00:00+00:00,1.344700574874878,1.3452069759368896,1.3445920944213867,1.344700574874878,0
2026-05-27 10:00:00+00:00,1.3442305326461792,1.3446462154388428,1.3436886072158813,1.3445197343826294,0
2026-05-27 11:00:00+00:00,1.343418002128601,1.3441582918167114,1.3431472778320312,1.3441582918167114,0
2026-05-27 12:00:00+00:00,1.3439595699310303,1.345587134361267,1.3432193994522095,1.3434540033340454,0
2026-05-27 13:00:00+00:00,1.344700574874878,1.3448632955551147,1.3441762924194336,1.3442847728729248,0
2026-05-27 14:00:00+00:00,1.3419936895370483,1.3456594944000244,1.3419936895370483,1.344700574874878,0
2026-05-27 15:00:00+00:00,1.342822551727295,1.3431291580200195,1.3417235612869263,1.3417235612869263,0
2026-05-27 16:00:00+00:00,1.3431291580200195,1.3432375192642212,1.3423179388046265,1.3427504301071167,0
2026-05-27 17:00:00+00:00,1.3427685499191284,1.3431652784347534,1.3418315649032593,1.343111276626587,0
2026-05-27 18:00:00+00:00,1.343075156211853,1.343111276626587,1.3422818183898926,1.3426424264907837,0
2026-05-27 19:00:00+00:00,1.3430570363998413,1.3433096408843994,1.3428946733474731,1.3430390357971191,0
2026-05-27 20:00:00+00:00,1.3429127931594849,1.3432915210723877,1.3427504301071167,1.3430570363998413,0
2026-05-27 21:00:00+00:00,1.3429127931594849,1.3431472778320312,1.3412197828292847,1.3412197828292847,0
2026-05-27 22:00:00+00:00,1.342822551727295,1.343111276626587,1.3426603078842163,1.3429489135742188,0
2026-05-27 23:00:00+00:00,1.3416515588760376,1.3429667949676514,1.3415075540542603,1.3427324295043945,0
2026-05-28 00:00:00+00:00,1.3414536714553833,1.3420476913452148,1.3410038948059082,1.341579556465149,0
2026-05-28 01:00:00+00:00,1.339818000793457,1.341309666633606,1.339818000793457,1.3412556648254395,0
2026-05-28 02:00:00+00:00,1.3401771783828735,1.3406802415847778,1.3400155305862427,1.3400514125823975,0
2026-05-28 03:00:00+00:00,1.3369340896606445,1.3402849435806274,1.3369340896606445,1.3402310609817505,0
2026-05-28 04:00:00+00:00,1.3377926349639893,1.3378641605377197,1.3368805646896362,1.3370234966278076,0
2026-05-28 05:00:00+00:00,1.33931565284729,1.339620590209961,1.3376315832138062,1.3377926349639893,0
